ksm,27
vs,181
stʃ,11
pst,29
ndbl,33
dbl,41
skr,109
bw,22
t͡sg,30
kd͡ʒ,20
ndʃ,34
zst,106
ŋst,27
mʃ,22
nsk,42
nskl,3
d͡zd,5
d͡zdr,1
pf,48
vsl,7
zdf,13
rh,1
nts,130
dkl,20
ndzw,5
dzw,8
nzn,23
t͡ʃh,18
zd͡ʒ,77
zkr,27
mbl,9
ʃj,13
tsr,13
sts,115
stst,25
tst,126
lzn,8
ŋl,86
ŋgw,45
gw,66
mzz,1
zz,2
ŋkj,35
zsp,31
zspr,3
ðj,38
ŋp,114
lzw,45
mzf,15
bd,16
bdl,1
stn,41
sʃ,25
ztr,48
kth,12
vf,83
tkl,37
bzl,2
stg,30
stgl,1
tgl,13
tv,44
t͡ʃtð,18
ksp,172
ktj,6
ʃt,86
ndkl,13
ntbr,5
tbr,28
t͡sd,46
θt͡ʃ,4
ksg,10
t͡sð,89
stp,75
lg,128
lpj,11
pj,119
ðd,28
tkr,25
kt͡sθ,1
kt͡sθr,1
t͡sθ,5
t͡sθr,5
ldw,69
t͡ʃl,17
nzd,25
nzdr,1
zdr,35
mzw,21
vnj,8
ðm,51
ml,78
kst͡s,4
ðb,41
sj,99
zkl,40
nstb,2
ŋf,172
ŋfr,35
tsʃ,2
psm,4
d͡zt,26
bh,4
ltð,9
stfj,5
tfj,9
nstr,99
lzd,10
lvd,23
ndθ,16
ndθr,8
dθ,66
dθr,31
dnj,6
lzf,20
ktf,8
ktfr,4
ŋzð,15
t͡ʃb,25
lzð,10
kst,244
kstr,29
ft͡s,12
ndd͡ʒ,28
pb,20
kp,55
ntk,65
ntkl,6
nzl,29
tsn,26
ltm,5
km,78
dzθ,1
zθ,55
nss,10
nssp,1
pbl,3
ndpl,29
vv,10
ksw,35
ndtw,3
dtw,6
d͡ʒw,26
ltt,10
zfl,15
gm,7
t͡ʃk,18
kk,89
ngr,30
vʃ,16
sktm,8
pʃ,31
t͡ʃp,15
t͡sk,53
t͡skr,4
ðk,24
nzg,19
zpr,45
fkw,1
ftð,11
stθ,27
ktw,22
ksð,23
kst͡ʃ,11
st͡ʃ,76
ldb,30
nzð,37
tsv,5
sv,28
mzt,22
d͡ʒp,17
pn,14
lzh,22
ndfr,16
ntm,71
vkl,13
zfr,51
tsf,14
tdr,38
zkw,24
t͡sst,19
t͡sstr,3
ldk,33
ŋks,77
ŋkst,11
ʃtp,3
nsf,29
nsfl,2
sfl,9
ksh,16
tsk,32
tskr,4
mzr,7
ŋkt͡s,1
kspl,42
zsk,17
nskr,10
st͡sp,2
t͡sp,32
ŋmj,4
std,55
stdr,9
bsk,7
bskj,4
vzt,11
vztr,1
ʃw,12
nhj,5
hj,39
ndsw,8
dsw,15
stmj,1
tmj,7
gh,11
vdf,4
vdfr,3
gzt,4
ðw,31
nsm,36
dzn,4
nsl,15
nt͡sl,5
t͡sl,28
stθr,9
ttr,59
nt͡ss,6
nt͡ssp,1
nt͡sspr,1
t͡ssp,4
t͡sspr,1
vθ,31
ntsh,1
tsh,7
lθt,1
θt,19
nstf,5
kh,92
nzt,39
ltl,2
zdð,22
kbr,6
t͡ʃtr,4
ndfl,9
dfl,14
ftt,11
mzl,7
ftm,5
nzd͡ʒ,9
nztr,4
sks,14
sksw,3
pd,10
mzʃ,3
nsp,60
nspl,3
ntg,49
zpl,63
lkr,14
ttw,5
t͡sfl,5
vzk,4
vzkr,1
sθ,24
nzf,26
nd͡zn,7
d͡zn,15
ld͡ʒ,47
fw,35
lpt,16
t͡sn,53
d͡zb,22
ðbl,13
nt͡ʃn,1
t͡ʃn,4
kstt,40
nd͡zw,14
d͡zw,34
ŋksh,2
ptð,24
pt͡ʃ,12
θf,10
θfr,1
psw,11
ff,15
ntd͡ʒ,5
ŋkf,7
ŋkfr,1
kfr,22
lfr,30
θb,13
θbr,3
ŋtr,18
d͡zm,15
θs,54
θsp,5
ntgl,1
vzw,6
d͡ʒd,72
d͡ʒdt,8
t͡ʃʃ,3
ktθ,2
ktθr,1
gd͡ʒ,7
sgr,12
t͡sʃ,11
ntpr,8
tpr,48
ŋksf,5
ksf,27
zdfr,1
nd͡ʒk,10
d͡ʒk,22
nzw,70
ðst,7
ðstr,3
vd͡ʒ,20
zt͡s,1
zgr,36
kkl,12
lsr,2
ldp,22
nzr,17
psn,1
dspr,5
t͡ʃf,27
t͡sj,16
ldʃ,4
d͡zp,5
ktk,13
ktkw,5
tkw,27
ʃtt,3
zθr,27
mn,79
d͡zg,6
nsb,12
ndst,46
ʃk,8
bdð,2
lkw,9
nt͡ʃt,10
ndstr,9
dstr,19
nt͡sp,5
npl,54
ðh,41
ðsk,3
lpt͡ʃ,4
kθ,16
kθr,9
nt͡sh,6
t͡sh,37
tsw,34
nd͡ʒd,34
nd͡ʒdd,1
d͡ʒdd,1
pθ,8
pθk,1
pθkj,1
θk,15
θkj,1
vhj,3
lbr,13
vtr,19
stfr,11
ksd,15
lpr,27
vbr,9
θd,27
ksn,11
t͡sr,23
ntd,60
vsw,3
dzd,2
fʃ,7
fg,11
fgr,1
ŋʃ,13
lpl,46
fs,62
mzh,8
bv,5
nt͡sw,14
ltr,22
mtr,17
stpl,9
ksʃ,3
ŋzf,8
ŋzfr,3
mkr,5
ndkw,3
ndn,54
mdl,2
ʃb,2
lt͡s,30
lt͡sg,2
ddj,9
nd͡zf,10
d͡zf,19
knj,2
vpl,10
stsm,1
lvz,27
ltn,2
ftb,6
t͡spr,11
sst,35
lstr,8
d͡zð,30
nzz,1
ldl,18
t͡str,7
nd͡ʒn,1
d͡ʒn,2
nθp,1
nθpr,1
θp,7
θpr,3
vbl,10
nd͡zb,6
nzk,29
ðn,12
msk,8
nt͡ʃð,1
kd,65
sstr,6
sktw,2
stð,86
mpt,62
ʃl,12
ndsk,18
ndskr,3
dsk,26
dskr,4
mdw,2
nsj,20
nθs,20
lvzf,1
vzf,5
ðdr,5
ptd,5
ptdr,2
lsp,14
zdb,10
ftʃ,4
kts,15
ktsl,2
d͡ʒθ,5
d͡ʒθr,1
lks,4
lksw,1
ptw,11
ŋzm,5
vdð,20
mds,5
ndtr,26
dtr,45
ŋkw,22
ðtr,6
nzv,6
zv,51
ktr,30
ldpl,4
nd͡ʒd͡ʒ,2
d͡ʒd͡ʒ,2
dgl,9
ŋkm,5
ŋpr,18
nt͡ʃk,3
nt͡ʃkw,1
t͡ʃkw,1
t͡sdj,3
stv,8
lgr,14
psʃ,5
θh,14
vst,38
vstj,1
stj,73
ŋkð,19
lfw,6
ftd͡ʒ,1
ðfl,2
lθk,3
mzfr,5
ŋzs,5
nsn,6
ðkr,1
ldd,18
nstð,10
t͡ssk,3
ndzt,2
dzt,5
lsk,14
lfs,3
lfsp,2
fsp,4
bj,65
ŋθs,1
nd͡ʒdw,3
d͡ʒdw,5
mdv,1
t͡ʃθ,3
zdj,11
ŋksð,3
vbj,1
nt͡st,14
bzk,1
nt͡sb,4
ndbr,14
dbr,22
pdr,2
kkr,9
fkl,3
lzs,20
lzsk,3
ŋkh,10
stbj,4
tbj,4
ptv,1
t͡ʃr,4
t͡ʃtm,2
skð,4
lzg,6
sktt,1
stsp,6
ŋkr,24
pt͡s,10
lvθ,4
t͡ʃt͡ʃ,3
tss,22
tsst,4
nzpr,6
zbl,21
ntgr,8
spw,1
lpm,17
pm,58
tskw,5
gt,14
ðr,11
fspr,1
ðsp,7
tdj,9
ŋd͡ʒ,17
ltw,10
ltd͡ʒ,1
ntsn,1
tsj,7
pg,7
nt͡ʃp,1
kg,47
kgl,2
vzj,5
pts,7
mkl,6
mdh,5
ndsm,13
mptt,4
ptt,11
ph,23
mpj,36
ŋhj,1
gp,13
gpr,4
spj,6
dztr,1
nd͡ʒl,6
d͡ʒl,14
mdm,3
d͡ʒf,29
lfh,2
fh,25
fp,8
pv,2
zdl,2
gzk,3
t͡sd͡ʒ,13
d͡ʒm,17
ntʃ,15
nzs,46
nstm,2
dt͡ʃ,39
t͡ʃs,15
nzm,22
ntst,24
ltfr,3
stsk,2
ʃr,19
bzs,3
bzst,1
lsw,7
ŋdr,11
ldt͡ʃ,3
bst,16
nt͡ʃj,1
t͡ʃj,10
d͡zs,19
lsn,4
gd,19
gdm,1
nzsp,1
dpj,1
zhj,3
pk,23
ndzp,4
ndzpl,3
dzp,7
dzpl,6
psð,6
ndt͡ʃ,15
vdb,7
lnj,5
ldg,11
ldgr,2
lmz,8
pp,15
ppl,5
ŋzp,8
ftl,4
ŋn,56
ŋnj,11
sd͡ʒ,19
stbr,2
ŋzt,13
skst,1
ksr,8
mdd,4
fm,13
bm,12
d͡ʒkl,5
pθr,4
dzl,3
gk,13
gkl,3
mdð,10
fθ,7
ndzs,2
dzs,7
bð,9
lpw,3
t͡ʃd,16
ntv,5
mfj,2
nd͡zm,6
zsw,12
mps,27
ntfr,8
zvl,1
pfr,10
sbr,6
lfk,3
lzθ,6
lzθr,5
ðl,14
gzg,2
ntbl,5
tbl,20
d͡zk,9
sdr,8
lsl,4
sθr,7
vkr,8
st͡sw,5
ntt͡ʃ,9
nd͡ʒf,7
nd͡ʒfr,2
d͡ʒfr,8
ŋzw,15
ŋskr,2
lgl,4
ʃtf,2
ʃtfr,1
t͡ʃth,5
θj,9
zgl,7
ʃtð,7
ssw,6
ztw,7
tspr,5
lfst,1
fst,4
mzð,17
gtr,3
ʃs,11
ʃst,4
ʃstr,1
ntstr,5
tstr,17
gzkl,1
nt͡sθ,1
nt͡sθr,1
lzsw,4
zsl,12
lddr,4
lzʃ,3
fth,7
ŋzh,7
ktd,6
bb,7
bbr,5
ptr,9
ktsp,1
ktspr,1
nsfr,2
ðpr,4
ðd͡ʒ,6
lfð,4
nt͡sd,10
nnj,14
d͡zθ,2
d͡zθr,2
vsm,5
nθr,14
zbr,26
stdj,2
ftp,1
ntsm,2
ʃð,17
nttr,15
ŋstr,3
d͡zsp,2
kv,12
stgr,5
pss,2
st͡ss,3
vdn,2
ltg,1
bzd,2
pstr,2
kstp,3
kstpl,1
ŋv,21
ŋkd,3
ʃt͡ʃ,2
sttr,8
ŋkd͡ʒ,2
ld͡z,29
t͡st͡ʃ,3
ktst,4
fsf,2
fsm,1
ŋzj,4
ŋsp,12
nsʃ,3
fb,18
zbj,2
kt͡sm,3
ksj,14
ldfr,3
psp,5
θsr,2
lt͡sk,1
d͡ʒdv,1
zdw,15
mdr,5
mtw,1
nt͡sð,4
nʃb,1
zʃr,3
lmd,5
lmdð,1
ŋkt,18
st͡sd,3
kspr,17
dzkw,1
d͡ʒpr,6
d͡ʒdð,6
ŋsm,3
lzr,8
gzs,6
lzk,10
nsd,8
kt͡sr,1
kstj,5
kkw,2
mv,7
ŋkθ,2
mdf,5
kld,7
d͡ʒs,23
d͡ʒsp,5
ndnj,2
bzm,4
lzb,7
lzbr,1
ŋzd,4
ŋzdr,1
mzd,6
ŋzʃ,1
θʃ,5
nzst,16
nzstr,3
zstr,17
θkw,4
ndv,12
ptk,5
ptkr,1
fstr,1
lzm,16
lkl,17
nzkl,3
ŋkmj,1
kmj,1
gt͡ʃ,5
svj,3
vdr,7
st͡st,3
t͡ʃd͡ʒ,2
sksk,2
vdt,3
gf,5
nt͡sf,8
nzbl,3
ʃtw,8
mzk,9
nfj,14
lbl,12
t͡sbl,1
vsp,11
ptdj,1
pd͡ʒ,4
d͡ʒb,28
t͡ʃv,3
t͡ʃvj,1
gzf,4
sspr,3
ŋdj,3
kstb,7
vfl,13
zskw,1
mbr,19
kʒ,1
nd͡ʒw,2
ldkr,3
vt͡ʃ,22
nzfr,5
lpb,3
ld͡zw,2
ntθ,27
t͡ʃtj,2
kstw,11
kstd,9
ʃtr,2
ptkl,1
skm,6
t͡sdr,2
nd͡ʒm,2
nθd,2
gð,4
ŋzd͡ʒ,1
tnj,9
θn,6
ldst,7
ndzt͡ʃ,1
dzt͡ʃ,1
mdb,4
ŋzk,8
ŋzkw,2
lts,3
ðsm,1
ŋkt͡ʃ,2
ŋkth,1
zdm,3
mskw,1
spn,2
nzpl,10
dsn,4
ldθ,8
ldθr,4
mdj,3
ptm,5
kssw,1
θl,15
lpf,2
gs,25
gst,10
gzst,2
st͡sk,5
vzð,7
ŋkl,18
tfl,14
θm,9
ŋzkl,1
ltθ,1
ŋzb,3
t͡spl,6
kpr,7
ldz,15
ldzp,3
ldzpl,3
ðg,18
ðgl,8
nd͡ʒb,4
lttr,1
spt,2
stpr,15
ntss,4
ntssl,1
tssl,1
ssl,2
ntsp,7
ʃg,3
ltp,3
ktb,9
lfb,3
mstr,5
lkj,3
bzn,3
pfl,3
t͡sv,7
ptkw,1
kdr,8
ŋzpr,3
nt͡sʃ,3
ldd͡ʒ,2
zpj,3
nd͡zð,7
kt͡sð,3
gsn,2
bf,4
ptf,13
fsh,1
tsg,4
tsb,13
ksb,10
lsm,4
d͡ʒtr,2
vstr,9
ld͡zs,2
ld͡zsm,1
d͡zsm,1
kgr,26
lbz,4
gzr,11
lvð,2
psj,1
vpj,1
nd͡ʒt,4
psf,3
psfr,3
gzd͡ʒ,4
ðʃ,5
nd͡ʒds,1
d͡ʒds,2
d͡ʒj,7
nd͡ʒr,2
d͡ʒr,12
mpst,1
vdz,1
ðdj,1
vθr,6
ŋkb,6
lzgr,2
vkw,4
sksn,1
θss,2
st͡sf,8
ðv,3
vvj,1
lmj,2
mzs,5
mzst,2
lstj,1
ntsst,1
ngl,5
lʃw,1
t͡ʃsm,1
ŋskw,2
ʃn,2
t͡ʃst,3
ftt͡ʃ,2
ptfr,5
θsw,4
ðgr,5
zdh,5
mptf,2
nt͡ʃtm,1
nd͡zs,4
ʃtb,5
ksfl,3
ʃth,1
fv,2
zstj,1
ntdr,9
ŋztw,1
d͡ʒkw,2
ðbr,7
nztw,1
lvzn,1
vzn,3
lzp,12
thj,2
nt͡sg,1
mkw,10
vnw,1
nmj,2
d͡zl,8
kstn,1
psg,1
nd͡ʒp,3
nd͡ʒpr,1
ldpr,6
d͡ʒt͡ʃ,2
d͡ʒst,5
lptm,3
mpθ,1
mpθr,1
nsh,13
ntʃr,1
tʃr,1
vdw,10
st͡skl,2
t͡skl,6
θdr,2
ŋzg,6
nd͡ʒpl,2
d͡ʒpl,2
st͡sm,3
mdt͡ʃ,1
skth,4
ŋθt,1
ntfl,3
skh,4
ktp,4
nd͡ʒdm,1
d͡ʒdm,5
kpl,11
pth,9
vzθ,1
vzθr,1
d͡zt͡ʃ,1
sstj,1
gzp,7
gzpl,7
gsw,6
lt͡sh,1
ft͡sh,1
vdh,4
dzfl,1
gb,10
gfr,1
ldzð,2
dzð,6
lvdð,5
dʃr,2
kttr,2
ksv,4
lzpl,6
d͡ʒg,5
ŋbl,11
nd͡ʒh,5
vds,1
mpm,3
lph,2
st͡sj,1
sktj,2
bfr,2
mpʃ,4
fss,4
fsst,1
ndsp,9
fsð,1
vzl,2
tsfr,2
psk,9
ksd͡ʒ,4
ntvj,1
tvj,2
msw,4
bp,1
nt͡ʃw,5
lpð,9
gbr,2
d͡zʃ,2
nd͡ʒθ,3
nzʃ,6
lvdw,1
ŋpl,12
stkl,8
ŋzpl,1
gzð,2
pskl,3
vzb,6
vzbl,2
bds,1
ntkw,6
bzf,1
nd͡zl,3
lzj,6
nsg,3
nsgr,1
vgl,3
zdk,3
zdkw,1
ldsl,1
d͡zst,3
nd͡zt,9
vdj,1
ksθ,4
ksθd,1
sθd,1
ld͡zg,1
ld͡zgr,1
d͡zgr,2
mθr,3
smj,2
fsb,4
fsbl,1
sbl,6
ltb,5
fsk,4
bdb,1
t͡ʃtf,2
dθb,1
ft͡sk,1
ft͡skw,1
t͡skw,2
d͡zbr,3
bzw,2
mzb,9
ktsk,1
ptj,2
std͡ʒ,8
ptl,5
lft,3
mzp,6
bls,3
blst,3
ʃf,8
kstθ,1
d͡ʒð,9
nt͡sj,2
nzt͡ʃ,1
θpl,1
ŋkdr,2
nt͡sst,3
ntkr,4
vzh,5
lkb,1
d͡ʒbr,3
ŋkk,5
mzm,4
tst͡ʃ,2
nd͡ʒkw,1
nθsp,3
d͡zsl,1
kstm,3
ŋbj,1
mgr,8
gdr,4
lkd͡ʒ,1
mnj,2
ldbl,4
ŋkθr,1
mpk,1
lzdr,1
fssk,1
nd͡zj,1
t͡ʃg,4
ʃsw,2
lzt,15
ptn,1
fθn,1
stsw,2
mzbr,1
nt͡ʃth,1
d͡ʒgr,3
ntθr,3
nd͡zbr,1
nstt,1
ldsk,3
mfl,3
ktv,2
ffr,7
nzdj,2
lzkw,1
vdd͡ʒ,1
lsʃ,1
θsb,2
st͡sg,2
tlz,3
tlzw,2
mmj,2
pstb,1
nd͡zd,1
pt͡sf,1
pt͡sfr,1
t͡sfr,12
ŋzn,3
vfr,10
ldzn,1
stkr,3
d͡zr,6
vnt,1
vzfr,2
nd͡ztr,2
d͡ztr,2
ŋfj,2
mdn,2
lsð,3
nspr,1
ldkl,1
kskl,6
st͡sst,1
dzd͡ʒ,1
ndskw,2
dskw,2
fts,4
t͡ʃpr,2
ʃp,3
lvzl,1
t͡ʃtθ,1
t͡ʃtθr,1
gg,4
lfj,2
gzm,1
zfj,1
ðspr,1
lvzt,1
gzb,5
mzj,6
nd͡zst,1
lpth,2
θθ,4
θθr,3
stsn,3
bstr,1
ʃts,3
ʃtsp,1
dzj,3
zskr,4
kt͡sd,3
lps,5
lpsm,1
tkj,1
nbj,1
kt͡sl,1
pbr,1
ðzm,1
bn,1
nsts,5
nstsl,1
stsl,2
ŋfl,5
skp,1
ftf,4
ðzw,1
nt͡ʃs,1
nt͡ʃst,1
ntsð,1
ptst,1
lsh,2
ndsn,1
ldsp,2
d͡znj,1
lzv,3
d͡ʒtj,1
ftd,4
ŋzl,5
zsm,7
mt͡ʃ,9
lzkl,1
nt͡sk,6
nt͡skl,1
zmj,7
gzt͡ʃ,4
lt͡sp,1
lt͡spl,1
d͡zfr,4
tsd͡ʒ,2
ʒt,2
ŋspl,1
d͡ʒstr,1
ldzl,1
kstl,1
zdkr,2
ŋktl,1
ŋsl,2
snt,2
sntf,1
lpst,2
d͡zd͡ʒ,3
lzst,2
mztr,1
ntsk,5
θsð,3
dzb,3
msl,2
dzm,5
skf,3
ŋgj,2
kfl,6
pmj,1
ntsw,2
gzw,4
zdp,6
fpr,2
stt͡ʃ,6
kskw,1
ŋsn,4
mgl,2
st͡ssp,1
tpj,1
ʃd,1
vfj,2
nt͡ʃb,2
mph,1
ŋksd͡ʒ,1
ldzm,1
fd͡ʒ,3
t͡ʃfr,2
kz,1
ldgl,1
ldfl,1
ftst,2
t͡ssm,4
st͡sv,2
st͡svj,1
t͡svj,1
lsts,1
ldsb,2
dsb,2
ðkl,4
tssk,2
nθspr,1
θspr,1
pgr,2
nd͡zg,1
nd͡zgr,1
psh,4
mpb,2
snj,1
fθr,1
ktg,4
ktgr,1
nd͡zd͡ʒ,2
pkr,3
ŋkg,3
lkp,1
lpg,1
ndʃr,1
ptb,5
ptbl,2
lspr,1
lzt͡ʃ,2
ndhj,1
dhj,1
npj,2
nθsb,1
ŋksn,3
θg,3
mdd͡ʒ,2
stsj,2
ldmj,1
dmj,4
vzr,2
nt͡ʃtf,1
lstt,1
kstð,1
ksts,5
sksf,1
psd,2
ld͡zr,1
ltbr,1
fbr,2
kstsn,1
nstj,4
nd͡ʒj,1
mvj,1
vsk,3
ldn,3
ldzf,1
ldsh,1
dsh,1
nd͡zp,1
nd͡ʒv,2
d͡ʒv,2
mpw,2
d͡ʒdr,2
t͡ʃtt,1
ŋksr,1
nzθ,4
nzθr,3
sksj,2
vspj,1
ldv,1
ŋgld,1
ŋgldb,1
gld,1
gldb,1
st͡sl,1
zsn,2
ŋkts,1
ŋktst,1
nd͡ʒdb,2
d͡ʒdb,3
nzfl,2
stfl,2
lkʃ,1
ld͡zb,1
sktf,1
ntsl,3
ndspr,2
zdʃ,3
kldk,2
ndgl,4
ŋkn,2
kldp,1
lzfr,3
d͡ʒkr,4
lzsl,1
nd͡ʒs,3
nd͡ʒsl,1
d͡ʒsl,1
ftfr,1
d͡ʒsn,1
ptʃ,5
gbl,1
nt͡sfr,2
gkr,2
mbj,4
ft͡st,1
t͡ʃtb,3
ldspl,1
dspl,1
st͡sh,1
vzs,2
vzsp,1
vzspr,1
pspl,1
skn,1
lfspl,1
fspl,1
ld͡zp,1
ktn,1
nt͡ʃm,1
msp,5
t͡ʃsn,1
tssw,2
ʃgr,1
bk,2
bkl,1
ldstr,3
lpk,1
ðfr,1
st͡sr,7
lfbr,1
ksst,2
ksstr,1
vzʃ,1
bt͡ʃ,2
ŋkp,5
θd͡ʒ,3
t͡ʃtd,1
mpt͡s,3
mpt͡st,3
pt͡st,3
mptfr,1
ʃtd,1
d͡ʒbl,2
ʒd,1
ksspr,1
vsn,2
ʃfr,1
nsst,2
mzpl,2
ðzl,1
gstr,1
lvs,3
mpsf,1
mpsfr,1
mzv,4
ndzk,1
mptl,2
ŋktw,2
nd͡ʒkl,2
tsd,5
sttw,1
lvsk,1
lvskr,1
vskr,1
pt͡sw,1
gzʃ,1
mptð,1
vmj,3
kpj,1
tnd,1
ðdf,1
ftv,1
mzkr,2
gzn,2
θsd,2
ktstr,1
nsdr,1
vzkl,1
fsw,1
nstst,1
t͡ʃkl,1
ktsw,1
sktp,1
kstt͡ʃ,2
gzl,1
nt͡ʃl,1
ŋkkl,1
d͡zfl,1
nzbr,2
fsbj,1
sbj,1
sntl,1
znd,1
zndw,1
ftk,1
t͡ʃdr,3
ŋksm,1
lθb,1
t͡ʃgr,1
ft͡ʃ,1
tsbr,2
lvzw,1
mskr,1
lbzn,1
nzkr,1
ndmj,3
ŋsw,1
ltv,1
ʃv,5
kbl,4
nddj,3
t͡sfj,1
ʒj,5
ppr,3
nzgr,2
ŋkpr,1
nt͡ʃd,1
kt͡sp,1
kt͡spl,1
nsr,1
ʃtk,1
tsdj,1
sdj,3
pskr,1
nstp,2
nstpr,2
dzst,2
nd͡ʒdð,3
kt͡sh,2
ntdj,2
ŋksg,2
lfth,1
lpp,1
lppr,1
sns,1
ksfr,1
ntsb,1
nzgl,1
lzsp,1
vtw,2
ŋzbr,1
kstk,1
vzm,1
lskw,1
kt͡sk,1
st͡sð,3
θst,1
kdj,2
vʃr,1
nθf,1
nθfl,1
θfl,1
stsf,1
zdg,1
zdgr,1
ld͡zst,1
gʃ,4
vzbr,1
msn,1
ðθr,2
mpsθ,1
mpsθr,1
psθ,1
psθr,1
mzd͡ʒ,1
ggr,1
nzsk,1
gpl,4
dsv,1
nt͡spl,1
ldzs,3
ldzsm,1
dzsm,1
θtr,1
gsp,1
gspr,1
nsd͡ʒ,1
ltpl,1
ldzsl,1
dzsl,1
nd͡ʒsw,1
d͡ʒsw,1
ŋkfl,1
kt͡st,1
ʃd͡ʒ,2
tssn,1
ssn,1
lzkr,1
ŋksfl,1
lmdf,1
lmdfr,1
mdfr,1
lztr,2
d͡ʒmj,1
tsdr,2
gzsw,1
gsl,1
mzsp,1
mzspr,1
vdm,1
nd͡ʒdk,1
nd͡ʒdkl,1
d͡ʒdk,1
d͡ʒdkl,1
mzkl,1
nd͡ʒʃ,2
d͡ʒʃ,3
ld͡zh,1
t͡sgr,1
ŋzgr,1
lzsm,1
tsθ,1
tsθr,1
ŋksw,1
t͡ʃθr,1
pkl,2
lvj,3
