cluster,length,occurences_pl,occurences_en,frequency_pl,frequency_en,total_frequency,relative_frequency
ŋzbr,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋzd,3,0,4,0.000000,0.000283,0.000283,0.000000
ŋzdr,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋzd͡ʒ,3,0,1,0.000000,0.000071,0.000071,0.000000
ŋzf,3,0,8,0.000000,0.000565,0.000565,0.000000
ŋzfr,4,0,3,0.000000,0.000212,0.000212,0.000000
ŋzg,3,0,6,0.000000,0.000424,0.000424,0.000000
ŋzgr,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋzh,3,0,7,0.000000,0.000495,0.000495,0.000000
ŋzj,3,0,4,0.000000,0.000283,0.000283,0.000000
ŋzk,3,0,8,0.000000,0.000565,0.000565,0.000000
ŋzkl,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋzkw,4,0,2,0.000000,0.000141,0.000141,0.000000
ŋzl,3,0,5,0.000000,0.000353,0.000353,0.000000
ŋzm,3,0,5,0.000000,0.000353,0.000353,0.000000
ŋzn,3,0,3,0.000000,0.000212,0.000212,0.000000
ŋzp,3,0,8,0.000000,0.000565,0.000565,0.000000
ŋzpl,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋzpr,4,0,3,0.000000,0.000212,0.000212,0.000000
ŋzr,3,0,2,0.000000,0.000141,0.000141,0.000000
ŋzs,3,0,5,0.000000,0.000353,0.000353,0.000000
ŋzt,3,0,13,0.000000,0.000919,0.000919,0.000000
ŋztw,4,0,1,0.000000,0.000071,0.000071,0.000000
ŋzt͡ʃ,3,0,1,0.000000,0.000071,0.000071,0.000000
ŋzw,3,0,15,0.000000,0.001060,0.001060,0.000000
ŋzð,3,0,15,0.000000,0.001060,0.001060,0.000000
ŋzʃ,3,0,1,0.000000,0.000071,0.000071,0.000000
ŋð,2,0,353,0.000000,0.024947,0.024947,0.000000
ŋʃ,2,0,13,0.000000,0.000919,0.000919,0.000000
ŋθ,2,0,63,0.000000,0.004452,0.004452,0.000000
ŋθr,3,0,32,0.000000,0.002261,0.002261,0.000000
ŋθs,3,0,1,0.000000,0.000071,0.000071,0.000000
ŋθt,3,0,1,0.000000,0.000071,0.000071,0.000000
ɣb,2,168,0,0.010696,0.000000,0.010696,1.000000
ɣbl,3,7,0,0.000446,0.000000,0.000446,1.000000
ɣbr,3,8,0,0.000509,0.000000,0.000509,1.000000
ɣbw,3,3,0,0.000191,0.000000,0.000191,1.000000
ɣbz,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣbʒ,3,2,0,0.000127,0.000000,0.000127,1.000000
ɣbʒm,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣd,2,284,0,0.018081,0.000000,0.018081,1.000000
ɣdb,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣdl,3,17,0,0.001082,0.000000,0.001082,1.000000
ɣdm,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣdr,3,19,0,0.001210,0.000000,0.001210,1.000000
ɣdrg,4,2,0,0.000127,0.000000,0.000127,1.000000
ɣdrv,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣdv,3,14,0,0.000891,0.000000,0.000891,1.000000
ɣdw,3,9,0,0.000573,0.000000,0.000573,1.000000
ɣdz,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣdzɣ,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣdɲ,3,16,0,0.001019,0.000000,0.001019,1.000000
ɣdʒ,3,3,0,0.000191,0.000000,0.000191,1.000000
ɣdʒv,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣd͡z,2,2,0,0.000127,0.000000,0.000127,1.000000
ɣd͡zv,3,2,0,0.000127,0.000000,0.000127,1.000000
ɣd͡ʒ,2,78,0,0.004966,0.000000,0.004966,1.000000
ɣd͡ʒv,3,4,0,0.000255,0.000000,0.000255,1.000000
ɣg,2,124,0,0.007895,0.000000,0.007895,1.000000
ɣgd,3,2,0,0.000127,0.000000,0.000127,1.000000
ɣgm,3,3,0,0.000191,0.000000,0.000191,1.000000
ɣgr,3,38,0,0.002419,0.000000,0.002419,1.000000
ɣgv,3,2,0,0.000127,0.000000,0.000127,1.000000
ɣgw,3,14,0,0.000891,0.000000,0.000891,1.000000
ɣgʒ,3,3,0,0.000191,0.000000,0.000191,1.000000
ɣgʒb,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣj,2,118,0,0.007513,0.000000,0.007513,1.000000
ɣl,2,212,0,0.013497,0.000000,0.013497,1.000000
ɣlm,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣlp,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣlɣ,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣm,2,319,0,0.020309,0.000000,0.020309,1.000000
ɣml,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣmm,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣmn,3,3,0,0.000191,0.000000,0.000191,1.000000
ɣmw,3,5,0,0.000318,0.000000,0.000318,1.000000
ɣn,2,375,0,0.023875,0.000000,0.023875,1.000000
ɣnd,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣnp,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣnpl,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣns,3,7,0,0.000446,0.000000,0.000446,1.000000
ɣnst,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣnv,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣr,2,380,0,0.024193,0.000000,0.024193,1.000000
ɣrd͡z,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣrl,3,2,0,0.000127,0.000000,0.000127,1.000000
ɣrm,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣrs,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣrv,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣv,2,711,0,0.045266,0.000000,0.045266,1.000000
ɣvb,3,6,0,0.000382,0.000000,0.000382,1.000000
ɣvbl,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣvbw,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣvd,3,5,0,0.000318,0.000000,0.000318,1.000000
ɣvdw,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣvd͡ʒ,3,3,0,0.000191,0.000000,0.000191,1.000000
ɣvd͡ʒv,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣvg,3,5,0,0.000318,0.000000,0.000318,1.000000
ɣvgd,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣvgr,4,3,0,0.000191,0.000000,0.000191,1.000000
ɣvj,3,6,0,0.000382,0.000000,0.000382,1.000000
ɣvl,3,4,0,0.000255,0.000000,0.000255,1.000000
ɣvm,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣvn,3,6,0,0.000382,0.000000,0.000382,1.000000
ɣvr,3,20,0,0.001273,0.000000,0.001273,1.000000
ɣvv,3,9,0,0.000573,0.000000,0.000573,1.000000
ɣvw,3,52,0,0.003311,0.000000,0.003311,1.000000
ɣvz,3,21,0,0.001337,0.000000,0.001337,1.000000
ɣvzb,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣvzg,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣvzgl,5,1,0,0.000064,0.000000,0.000064,1.000000
ɣvzm,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣvzr,4,3,0,0.000191,0.000000,0.000191,1.000000
ɣvzv,4,2,0,0.000127,0.000000,0.000127,1.000000
ɣvzw,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣvzɲ,4,3,0,0.000191,0.000000,0.000191,1.000000
ɣvɣ,3,6,0,0.000382,0.000000,0.000382,1.000000
ɣvɣv,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣvɲ,3,9,0,0.000573,0.000000,0.000573,1.000000
ɣvʒ,3,13,0,0.000828,0.000000,0.000828,1.000000
ɣvʒv,4,2,0,0.000127,0.000000,0.000127,1.000000
ɣw,2,438,0,0.027886,0.000000,0.027886,1.000000
ɣwp,3,2,0,0.000127,0.000000,0.000127,1.000000
ɣz,2,358,0,0.022792,0.000000,0.022792,1.000000
ɣzb,3,13,0,0.000828,0.000000,0.000828,1.000000
ɣzbr,4,2,0,0.000127,0.000000,0.000127,1.000000
ɣzd,3,28,0,0.001783,0.000000,0.001783,1.000000
ɣzdj,4,3,0,0.000191,0.000000,0.000191,1.000000
ɣzdr,4,5,0,0.000318,0.000000,0.000318,1.000000
ɣzdv,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣzd͡ʒ,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣzg,3,13,0,0.000828,0.000000,0.000828,1.000000
ɣzgr,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣzgw,4,3,0,0.000191,0.000000,0.000191,1.000000
ɣzj,3,12,0,0.000764,0.000000,0.000764,1.000000
ɣzl,3,2,0,0.000127,0.000000,0.000127,1.000000
ɣzm,3,23,0,0.001464,0.000000,0.001464,1.000000
ɣzn,3,21,0,0.001337,0.000000,0.001337,1.000000
ɣzr,3,8,0,0.000509,0.000000,0.000509,1.000000
ɣzv,3,29,0,0.001846,0.000000,0.001846,1.000000
ɣzvr,4,3,0,0.000191,0.000000,0.000191,1.000000
ɣzw,3,7,0,0.000446,0.000000,0.000446,1.000000
ɣzz,3,5,0,0.000318,0.000000,0.000318,1.000000
ɣzɣ,3,9,0,0.000573,0.000000,0.000573,1.000000
ɣzɣr,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣzɲ,3,6,0,0.000382,0.000000,0.000382,1.000000
ɣzʒ,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣɣ,2,78,0,0.004966,0.000000,0.004966,1.000000
ɣɣm,3,2,0,0.000127,0.000000,0.000127,1.000000
ɣɣr,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣɣv,3,3,0,0.000191,0.000000,0.000191,1.000000
ɣɣw,3,37,0,0.002356,0.000000,0.002356,1.000000
ɣɲ,2,294,0,0.018718,0.000000,0.018718,1.000000
ɣʒ,2,114,0,0.007258,0.000000,0.007258,1.000000
ɣʒb,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣʒbr,4,1,0,0.000064,0.000000,0.000064,1.000000
ɣʒd,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣʒr,3,9,0,0.000573,0.000000,0.000573,1.000000
ɣʒv,3,19,0,0.001210,0.000000,0.001210,1.000000
ɣʒz,3,1,0,0.000064,0.000000,0.000064,1.000000
ɣʒzɣ,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲb,2,20,0,0.001273,0.000000,0.001273,1.000000
ɲbl,3,2,0,0.000127,0.000000,0.000127,1.000000
ɲbr,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲd,2,14,0,0.000891,0.000000,0.000891,1.000000
ɲdl,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲdr,3,2,0,0.000127,0.000000,0.000127,1.000000
ɲd͡ʒ,2,766,0,0.048768,0.000000,0.048768,1.000000
ɲd͡ʒb,3,6,0,0.000382,0.000000,0.000382,1.000000
ɲd͡ʒbr,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲd͡ʒd,3,17,0,0.001082,0.000000,0.001082,1.000000
ɲd͡ʒdl,4,3,0,0.000191,0.000000,0.000191,1.000000
ɲd͡ʒdw,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲd͡ʒdɲ,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲd͡ʒd͡ʒ,3,10,0,0.000637,0.000000,0.000637,1.000000
ɲd͡ʒg,3,4,0,0.000255,0.000000,0.000255,1.000000
ɲd͡ʒgʒ,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲd͡ʒj,3,4,0,0.000255,0.000000,0.000255,1.000000
ɲd͡ʒv,3,17,0,0.001082,0.000000,0.001082,1.000000
ɲd͡ʒvd,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲd͡ʒvdɲ,5,1,0,0.000064,0.000000,0.000064,1.000000
ɲd͡ʒvj,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲd͡ʒvw,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲd͡ʒz,3,16,0,0.001019,0.000000,0.001019,1.000000
ɲd͡ʒzd,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲd͡ʒzm,4,2,0,0.000127,0.000000,0.000127,1.000000
ɲd͡ʒzn,4,2,0,0.000127,0.000000,0.000127,1.000000
ɲd͡ʒzr,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲd͡ʒzw,4,2,0,0.000127,0.000000,0.000127,1.000000
ɲd͡ʒɲ,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲd͡ʒʒ,3,4,0,0.000255,0.000000,0.000255,1.000000
ɲd͡ʒʒv,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲf,2,15,0,0.000955,0.000000,0.000955,1.000000
ɲfk,3,2,0,0.000127,0.000000,0.000127,1.000000
ɲfp,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲfpʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲfs,3,3,0,0.000191,0.000000,0.000191,1.000000
ɲfsf,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲfsp,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲfst,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲft,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲftr,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲft͡ʃ,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲfʃ,3,2,0,0.000127,0.000000,0.000127,1.000000
ɲfʃr,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲj,2,9,0,0.000573,0.000000,0.000573,1.000000
ɲk,2,28,0,0.001783,0.000000,0.001783,1.000000
ɲkl,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲkr,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲkrv,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲkt,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲl,2,5,0,0.000318,0.000000,0.000318,1.000000
ɲm,2,16,0,0.001019,0.000000,0.001019,1.000000
ɲmw,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲn,2,29,0,0.001846,0.000000,0.001846,1.000000
ɲp,2,39,0,0.002483,0.000000,0.002483,1.000000
ɲpr,3,8,0,0.000509,0.000000,0.000509,1.000000
ɲpw,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲpʃ,3,8,0,0.000509,0.000000,0.000509,1.000000
ɲr,2,8,0,0.000509,0.000000,0.000509,1.000000
ɲs,2,844,0,0.053734,0.000000,0.053734,1.000000
ɲsf,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲsk,3,398,0,0.025339,0.000000,0.025339,1.000000
ɲskw,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲsp,3,3,0,0.000191,0.000000,0.000191,1.000000
ɲss,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲst,3,414,0,0.026358,0.000000,0.026358,1.000000
ɲstf,4,411,0,0.026167,0.000000,0.026167,1.000000
ɲstfl,5,2,0,0.000127,0.000000,0.000127,1.000000
ɲstfn,5,1,0,0.000064,0.000000,0.000064,1.000000
ɲstfp,5,1,0,0.000064,0.000000,0.000064,1.000000
ɲstfr,5,1,0,0.000064,0.000000,0.000064,1.000000
ɲstfs,5,1,0,0.000064,0.000000,0.000064,1.000000
ɲstft,5,5,0,0.000318,0.000000,0.000318,1.000000
ɲstftʃ,6,5,0,0.000318,0.000000,0.000318,1.000000
ɲstft͡ʃ,5,22,0,0.001401,0.000000,0.001401,1.000000
ɲstft͡ʃw,6,22,0,0.001401,0.000000,0.001401,1.000000
ɲst͡s,3,19,0,0.001210,0.000000,0.001210,1.000000
ɲsw,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲsʃ,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲt,2,18,0,0.001146,0.000000,0.001146,1.000000
ɲtr,3,3,0,0.000191,0.000000,0.000191,1.000000
ɲt͡s,2,220,0,0.014006,0.000000,0.014006,1.000000
ɲt͡ʃ,2,965,0,0.061438,0.000000,0.061438,1.000000
ɲt͡ʃf,3,10,0,0.000637,0.000000,0.000637,1.000000
ɲt͡ʃfk,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲt͡ʃfp,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲt͡ʃfpr,5,1,0,0.000064,0.000000,0.000064,1.000000
ɲt͡ʃft,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲt͡ʃft͡ʃ,4,3,0,0.000191,0.000000,0.000191,1.000000
ɲt͡ʃfʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲt͡ʃj,3,7,0,0.000446,0.000000,0.000446,1.000000
ɲt͡ʃk,3,12,0,0.000764,0.000000,0.000764,1.000000
ɲt͡ʃkp,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲt͡ʃkr,4,2,0,0.000127,0.000000,0.000127,1.000000
ɲt͡ʃl,3,21,0,0.001337,0.000000,0.001337,1.000000
ɲt͡ʃm,3,12,0,0.000764,0.000000,0.000764,1.000000
ɲt͡ʃn,3,16,0,0.001019,0.000000,0.001019,1.000000
ɲt͡ʃp,3,29,0,0.001846,0.000000,0.001846,1.000000
ɲt͡ʃpr,4,4,0,0.000255,0.000000,0.000255,1.000000
ɲt͡ʃps,4,2,0,0.000127,0.000000,0.000127,1.000000
ɲt͡ʃpw,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲt͡ʃpʃ,4,4,0,0.000255,0.000000,0.000255,1.000000
ɲt͡ʃr,3,3,0,0.000191,0.000000,0.000191,1.000000
ɲt͡ʃs,3,13,0,0.000828,0.000000,0.000828,1.000000
ɲt͡ʃsf,4,2,0,0.000127,0.000000,0.000127,1.000000
ɲt͡ʃsk,4,2,0,0.000127,0.000000,0.000127,1.000000
ɲt͡ʃsp,4,4,0,0.000255,0.000000,0.000255,1.000000
ɲt͡ʃspr,5,2,0,0.000127,0.000000,0.000127,1.000000
ɲt͡ʃspʃ,5,1,0,0.000064,0.000000,0.000064,1.000000
ɲt͡ʃst,4,2,0,0.000127,0.000000,0.000127,1.000000
ɲt͡ʃt,3,13,0,0.000828,0.000000,0.000828,1.000000
ɲt͡ʃtf,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲt͡ʃtr,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲt͡ʃt͡ʃ,3,11,0,0.000700,0.000000,0.000700,1.000000
ɲt͡ʃw,3,2,0,0.000127,0.000000,0.000127,1.000000
ɲt͡ʃɲ,3,5,0,0.000318,0.000000,0.000318,1.000000
ɲt͡ʃʃ,3,16,0,0.001019,0.000000,0.001019,1.000000
ɲv,2,33,0,0.002101,0.000000,0.002101,1.000000
ɲvd,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲvg,3,3,0,0.000191,0.000000,0.000191,1.000000
ɲvgl,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲvgw,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲvn,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲvr,3,3,0,0.000191,0.000000,0.000191,1.000000
ɲvv,3,3,0,0.000191,0.000000,0.000191,1.000000
ɲvw,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲvz,3,4,0,0.000255,0.000000,0.000255,1.000000
ɲvzd,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲvzdw,5,1,0,0.000064,0.000000,0.000064,1.000000
ɲvzr,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲvɲ,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲvʒ,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲz,2,39,0,0.002483,0.000000,0.002483,1.000000
ɲzd,3,8,0,0.000509,0.000000,0.000509,1.000000
ɲzdr,4,3,0,0.000191,0.000000,0.000191,1.000000
ɲzdv,4,4,0,0.000255,0.000000,0.000255,1.000000
ɲzdvd,5,3,0,0.000191,0.000000,0.000191,1.000000
ɲzdvdv,6,1,0,0.000064,0.000000,0.000064,1.000000
ɲzdvz,5,1,0,0.000064,0.000000,0.000064,1.000000
ɲzg,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲzgg,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲzggd,5,1,0,0.000064,0.000000,0.000064,1.000000
ɲzl,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲzm,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲzn,3,2,0,0.000127,0.000000,0.000127,1.000000
ɲzv,3,4,0,0.000255,0.000000,0.000255,1.000000
ɲzvw,4,1,0,0.000064,0.000000,0.000064,1.000000
ɲzz,3,1,0,0.000064,0.000000,0.000064,1.000000
ɲzɣ,3,2,0,0.000127,0.000000,0.000127,1.000000
ɲɣ,2,7,0,0.000446,0.000000,0.000446,1.000000
ɲɣw,3,2,0,0.000127,0.000000,0.000127,1.000000
ɲɲ,2,7,0,0.000446,0.000000,0.000446,1.000000
ɲʃ,2,12,0,0.000764,0.000000,0.000764,1.000000
ɲʃt͡ʃ,3,3,0,0.000191,0.000000,0.000191,1.000000
ɲʒ,2,7,0,0.000446,0.000000,0.000446,1.000000
ʃb,2,0,2,0.000000,0.000141,0.000141,0.000000
ʃd,2,0,1,0.000000,0.000071,0.000071,0.000000
ʃd͡ʒ,2,7,2,0.000446,0.000141,0.000587,0.759213
ʃd͡ʒk,3,7,0,0.000446,0.000000,0.000446,1.000000
ʃf,2,116,8,0.007385,0.000565,0.007951,0.928890
ʃfk,3,7,0,0.000446,0.000000,0.000446,1.000000
ʃfkr,4,4,0,0.000255,0.000000,0.000255,1.000000
ʃfp,3,17,0,0.001082,0.000000,0.001082,1.000000
ʃfpl,4,1,0,0.000064,0.000000,0.000064,1.000000
ʃfpr,4,2,0,0.000127,0.000000,0.000127,1.000000
ʃfpw,4,1,0,0.000064,0.000000,0.000064,1.000000
ʃfpʃ,4,3,0,0.000191,0.000000,0.000191,1.000000
ʃfr,3,2,1,0.000127,0.000071,0.000198,0.643080
ʃfs,3,22,0,0.001401,0.000000,0.001401,1.000000
ʃfsk,4,1,0,0.000064,0.000000,0.000064,1.000000
ʃfsp,4,10,0,0.000637,0.000000,0.000637,1.000000
ʃfst,4,5,0,0.000318,0.000000,0.000318,1.000000
ʃfstr,5,1,0,0.000064,0.000000,0.000064,1.000000
ʃfsw,4,1,0,0.000064,0.000000,0.000064,1.000000
ʃft,3,18,0,0.001146,0.000000,0.001146,1.000000
ʃftr,4,3,0,0.000191,0.000000,0.000191,1.000000
ʃft͡s,3,3,0,0.000191,0.000000,0.000191,1.000000
ʃft͡ʃ,3,14,0,0.000891,0.000000,0.000891,1.000000
ʃfʃ,3,15,0,0.000955,0.000000,0.000955,1.000000
ʃfʃt,4,1,0,0.000064,0.000000,0.000064,1.000000
ʃg,2,0,3,0.000000,0.000212,0.000212,0.000000
ʃgr,3,0,1,0.000000,0.000071,0.000071,0.000000
ʃj,2,81,13,0.005157,0.000919,0.006076,0.848786
ʃk,2,938,8,0.059719,0.000565,0.060284,0.990622
ʃkf,3,1,0,0.000064,0.000000,0.000064,1.000000
ʃkl,3,31,1,0.001974,0.000071,0.002044,0.965430
ʃkn,3,1,0,0.000064,0.000000,0.000064,1.000000
ʃkr,3,7,0,0.000446,0.000000,0.000446,1.000000
ʃkt,3,6,0,0.000382,0.000000,0.000382,1.000000
ʃkw,3,11,0,0.000700,0.000000,0.000700,1.000000
ʃkx,3,1,0,0.000064,0.000000,0.000064,1.000000
ʃkxt,4,1,0,0.000064,0.000000,0.000064,1.000000
ʃkʃ,3,5,0,0.000318,0.000000,0.000318,1.000000
ʃl,2,1001,12,0.063730,0.000848,0.064578,0.986868
ʃlj,3,1,0,0.000064,0.000000,0.000064,1.000000
ʃln,3,12,0,0.000764,0.000000,0.000764,1.000000
ʃlp,3,1,0,0.000064,0.000000,0.000064,1.000000
ʃlpʃ,4,1,0,0.000064,0.000000,0.000064,1.000000
ʃls,3,1,0,0.000064,0.000000,0.000064,1.000000
ʃlst,4,1,0,0.000064,0.000000,0.000064,1.000000
ʃlstf,5,1,0,0.000064,0.000000,0.000064,1.000000
ʃlt,3,3,0,0.000191,0.000000,0.000191,1.000000
ʃlv,3,1,0,0.000064,0.000000,0.000064,1.000000
ʃlvr,4,1,0,0.000064,0.000000,0.000064,1.000000
ʃlɲ,3,9,0,0.000573,0.000000,0.000573,1.000000
ʃm,2,832,50,0.052970,0.003534,0.056504,0.937463
ʃmg,3,1,0,0.000064,0.000000,0.000064,1.000000
ʃmgw,4,1,0,0.000064,0.000000,0.000064,1.000000
ʃml,3,2,0,0.000127,0.000000,0.000127,1.000000
ʃmw,3,1,0,0.000064,0.000000,0.000064,1.000000
ʃmɲ,3,17,0,0.001082,0.000000,0.001082,1.000000
ʃn,2,443,2,0.028204,0.000141,0.028345,0.995014
ʃp,2,534,3,0.033998,0.000212,0.034210,0.993802
ʃpl,3,3,0,0.000191,0.000000,0.000191,1.000000
ʃpr,3,32,0,0.002037,0.000000,0.002037,1.000000
ʃps,3,7,0,0.000446,0.000000,0.000446,1.000000
ʃpsk,4,1,0,0.000064,0.000000,0.000064,1.000000
ʃpsp,4,4,0,0.000255,0.000000,0.000255,1.000000
ʃpt,3,1,0,0.000064,0.000000,0.000064,1.000000
ʃpw,3,3,0,0.000191,0.000000,0.000191,1.000000
ʃpʃ,3,73,0,0.004648,0.000000,0.004648,1.000000
ʃr,2,469,19,0.029859,0.001343,0.031202,0.956966
ʃs,2,169,11,0.010760,0.000777,0.011537,0.932618
ʃsf,3,16,0,0.001019,0.000000,0.001019,1.000000
ʃsk,3,14,1,0.000891,0.000071,0.000962,0.926537
ʃskl,4,1,0,0.000064,0.000000,0.000064,1.000000
ʃskr,4,1,0,0.000064,0.000000,0.000064,1.000000
ʃskw,4,4,0,0.000255,0.000000,0.000255,1.000000
ʃsl,3,1,0,0.000064,0.000000,0.000064,1.000000
ʃsm,3,2,0,0.000127,0.000000,0.000127,1.000000
ʃsn,3,1,0,0.000064,0.000000,0.000064,1.000000
ʃsp,3,33,0,0.002101,0.000000,0.002101,1.000000
ʃspr,4,8,0,0.000509,0.000000,0.000509,1.000000
ʃspw,4,1,0,0.000064,0.000000,0.000064,1.000000
ʃspʃ,4,2,0,0.000127,0.000000,0.000127,1.000000
ʃss,3,3,0,0.000191,0.000000,0.000191,1.000000
ʃst,3,39,4,0.002483,0.000283,0.002766,0.897787
ʃstf,4,6,0,0.000382,0.000000,0.000382,1.000000
ʃstr,4,8,1,0.000509,0.000071,0.000580,0.878152
ʃstʃ,4,2,0,0.000127,0.000000,0.000127,1.000000
ʃst͡ʃ,3,1,0,0.000064,0.000000,0.000064,1.000000
ʃst͡ʃw,4,1,0,0.000064,0.000000,0.000064,1.000000
ʃsw,3,4,2,0.000255,0.000141,0.000396,0.643080
ʃsʃ,3,1,0,0.000064,0.000000,0.000064,1.000000
ʃt,2,622,86,0.039600,0.006078,0.045678,0.866944
ʃtb,3,0,5,0.000000,0.000353,0.000353,0.000000
ʃtd,3,0,1,0.000000,0.000071,0.000071,0.000000
ʃtf,3,6,2,0.000382,0.000141,0.000523,0.729921
ʃtfr,4,0,1,0.000000,0.000071,0.000071,0.000000
ʃth,3,0,1,0.000000,0.000071,0.000071,0.000000
ʃtk,3,10,1,0.000637,0.000071,0.000707,0.900087
ʃtm,3,0,1,0.000000,0.000071,0.000071,0.000000
ʃtp,3,0,3,0.000000,0.000212,0.000212,0.000000
ʃtpr,4,0,1,0.000000,0.000071,0.000071,0.000000
ʃtr,3,16,2,0.001019,0.000141,0.001160,0.878152
ʃtrv,4,2,0,0.000127,0.000000,0.000127,1.000000
